profil_id,age,sexe,region,serie_bac,moyenne_generale,note_mathematiques,note_physique_chimie,note_svt,note_francais,note_malgache,note_anglais,note_histoire_geo,note_philosophie,note_economie,note_informatique,note_arts,note_eps,matieres_preferees,competences_declarees,centres_interet,activites_projets,preferences_professionnelles,environnement_travail_recherche,mention_recommandee,parcours_recommande,parcours_recommande_nom,profil_ambigu,parcours_alternatif_plausible
P00051,17,M,Atsimo-Atsinanana,C,10.78,14.8,12.1,9.2,9.7,9.3,9.0,14.3,8.3,9.7,15.1,9.1,8.7,EPS; Histoire_Geo; Informatique; Physique_Chimie,administration de bases de données; rigueur; notions d'intelligence artificielle; autonomie,Technologie; Jeux vidéo; Bénévolat associatif,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; a suivi un tutoriel en ligne de programmation et créé un petit site web personnel; participe à des activités associatives ou de bénévolat,Chef de projet informatique,Bureau/Numérique,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",False,
P00052,20,M,Itasy,D,10.04,14.6,10.5,12.3,6.5,8.0,8.4,8.2,9.4,12.3,10.5,10.3,9.5,Economie; Mathematiques; Physique_Chimie; SVT,esprit d'équipe; autonomie; gestion d'entreprise; négociation et vente internationale; stratégie marketing et commerciale,Gestion; Débat et droit,s'intéresse à l'actualité économique et suit des chaînes d'information; a participé à un club de débat ou un simulacre de procès au lycée; a occupé un petit job ou une activité rémunérée pendant les vacances,Auditeur financier; créer sa propre entreprise,Contact clientèle/Relationnel,Droit et Techniques des Affaires,FIC,Finances et Comptabilité,True,CAA
P00053,20,F,Ihorombe,S,11.41,16.9,8.7,10.8,10.8,12.2,11.3,9.3,12.2,14.0,11.1,9.7,9.9,Economie; Malgache; Mathematiques,sens de l'observation; aisance relationnelle; traitement de données massives (Big Data); persévérance; créativité; analyse statistique et probabilités appliquées,Réseaux sociaux et numérique; Programmation; Bénévolat associatif,a monté et dépanné des ordinateurs pour son entourage,Data Scientist,Mixte/Itinérant,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P00054,19,M,Ihorombe,OSE,9.59,8.9,7.5,10.5,10.9,9.4,10.5,10.1,9.8,13.2,7.3,8.8,8.2,Anglais; Economie; Francais; Histoire_Geo; SVT,gestion d'entreprise; sens de l'observation; curiosité; stratégie marketing et commerciale,Actualité et politique; Gestion; Musique,gère les comptes d'une association d'élèves; a participé à un club de débat ou un simulacre de procès au lycée; a occupé un petit job ou une activité rémunérée pendant les vacances,Responsable commercial; Responsable Marketing; avoir un métier stable,Bureau/Numérique,Droit et Techniques des Affaires,CAA,Commerce et Administration des Affaires,True,EMP
P00055,18,M,Sava,C,15.58,20,14.5,15.4,15.5,16.1,15.5,14.2,13.7,19.0,13.4,13.2,16.5,EPS; Economie; Francais; Malgache; Mathematiques,autonomie; aisance relationnelle; esprit d'analyse; comptabilité générale et analytique; sens de l'organisation,Gestion; Débat et droit,gère les comptes d'une association d'élèves; participe à des activités associatives ou de bénévolat,Auditeur financier,Bureau/Numérique,Droit et Techniques des Affaires,FIC,Finances et Comptabilité,False,
P00056,18,M,Betsiboka,A1,12.51,14.1,13.0,12.9,15.2,10.4,12.9,10.5,12.8,12.7,11.2,12.8,11.6,Francais; Mathematiques; Physique_Chimie; SVT,stratégie marketing et commerciale; créativité; analyse financière et gestion budgétaire; curiosité,Débat et droit; Gestion; Réseaux sociaux,a participé à un club de débat ou un simulacre de procès au lycée; participe à des activités associatives ou de bénévolat,Analyste de marché; contribuer au développement de Madagascar,Contact clientèle/Relationnel,Droit et Techniques des Affaires,CAA,Commerce et Administration des Affaires,False,
P00057,17,M,Analanjirofo,C,5.99,5.4,5.2,8.9,5.7,4.0,5.9,7.1,5.4,3.4,5.6,8.6,6.7,Arts; Histoire_Geo; SVT,esprit d'analyse; sens de l'organisation; curiosité; gestion de laboratoire d'analyses médicales; phytochimie; persévérance; pharmacologie,Santé,a réalisé un exposé scolaire sur la santé ou la biologie; s'occupe d'un petit élevage ou d'un jardin potager; a occupé un petit job ou une activité rémunérée pendant les vacances,Responsable Qualité et Hygiène,Terrain/Extérieur,Biotechnologie et Agronomie,IAA,Industries Agroalimentaires,True,PIP
P00058,17,M,Melaky,S,12.75,13.9,14.0,11.8,17.2,15.0,9.6,13.0,13.3,10.8,11.3,10.4,12.7,Francais; Malgache; Mathematiques; Physique_Chimie,esprit d'équipe; droit foncier et minier; gestion des litiges commerciaux; autonomie,Débat et droit,gère les comptes d'une association d'élèves; a participé à un club de débat ou un simulacre de procès au lycée,Chargé de conformité; Responsable des ressources humaines (volet juridique),Contact clientèle/Relationnel,Droit et Techniques des Affaires,DTJA,Droit et Techniques Juridiques des Affaires,False,
P00059,19,F,Vakinankaratra,C,14.35,16.8,14.3,14.0,15.0,13.8,9.7,16.4,9.7,20,16.8,12.5,13.2,Economie; Histoire_Geo; Informatique; Mathematiques,management stratégique; pilotage et planification de projets; sens de l'observation; créativité; aisance relationnelle; curiosité; analyse économique et économétrie,Entrepreneuriat; Réseaux sociaux,a organisé une petite activité commerciale ou un projet associatif; s'intéresse à l'actualité économique et suit des chaînes d'information,Responsable suivi-évaluation de projets,Contact clientèle/Relationnel,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,False,
P00060,20,M,Atsimo-Andrefana,D,16.9,19.4,17.1,16.0,14.8,15.7,12.9,18.5,18.9,16.5,20,17.5,15.5,Histoire_Geo; Informatique; Mathematiques; Philosophie,"développement full-stack; esprit d'analyse; conception logicielle (UML, Merise); autonomie",Jeux vidéo; Réseaux sociaux et numérique; Sport,a monté et dépanné des ordinateurs pour son entourage,Expert en transformation digitale,Bureau/Numérique,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",False,
P00061,20,M,Menabe,A2,10.62,10.6,9.8,6.7,10.4,10.7,10.4,11.4,12.1,10.6,13.7,12.4,8.7,Arts; Mathematiques; Philosophie,design UI/UX; production et montage audiovisuel; sens de l'organisation; curiosité,Programmation; Technologie,a monté et dépanné des ordinateurs pour son entourage; pratique un sport en club depuis plusieurs années,Webmaster,Bureau/Numérique,Informatique et Télécommunications,IMTICIA,"Informatique Multimédia, Technologie de l'Information et de la Communication et Intelligence Artificielle",False,
P00062,18,F,Alaotra-Mangoro,C,13.39,12.5,12.3,13.9,14.7,13.4,14.4,16.0,13.0,13.9,13.0,12.2,11.4,Anglais; Francais; Histoire_Geo,autonomie; sens de l'observation; productions végétales et animales; esprit d'analyse; agroécologie et agriculture biologique,Santé,s'occupe d'un petit élevage ou d'un jardin potager; participe à des activités associatives ou de bénévolat,Expert en agri-business,Laboratoire/Recherche,Biotechnologie et Agronomie,AEE,Agriculture et Élevage,False,
P00063,20,F,Boeny,Technique,9.03,7.6,8.9,10.4,11.5,9.5,8.7,10.3,8.0,9.2,11.3,7.4,5.5,Francais; Histoire_Geo; Informatique; SVT,rigueur; sens de l'organisation; conception assistée par ordinateur (AutoCAD); autonomie,Mécanique; Industrie,a effectué un stage d'observation dans un atelier ou une usine; a démonté et réparé des appareils électroménagers ou mécaniques par curiosité,Responsable de production en usine; avoir un poste à responsabilités,Atelier/Industriel,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,False,
P00064,17,M,Alaotra-Mangoro,A2,10.85,17.2,9.1,10.4,7.7,7.5,9.3,13.1,12.9,15.9,10.3,8.5,8.3,Economie; Histoire_Geo; Mathematiques; Philosophie; SVT,rigueur; esprit d'équipe; analyse économique et économétrie; curiosité; créativité,Gestion; Lecture,a organisé une petite activité commerciale ou un projet associatif; gère les comptes d'une association d'élèves; pratique un sport en club depuis plusieurs années,Chef de projet; Planificateur stratégique,Bureau/Numérique,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,False,
P00065,18,M,Betsiboka,C,13.12,14.3,12.4,11.2,12.4,13.1,13.2,15.0,11.7,14.0,15.3,13.9,10.9,Histoire_Geo; Informatique; Malgache,traitement de données massives (Big Data); analyse statistique et probabilités appliquées; créativité; autonomie; machine learning et deep learning,Robotique; Jeux vidéo; Bénévolat associatif,a participé à un club informatique ou de robotique au lycée; a suivi un tutoriel en ligne de programmation et créé un petit site web personnel; pratique un sport en club depuis plusieurs années,Data Scientist; créer sa propre entreprise,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P00066,17,F,Ihorombe,Technique,13.9,13.5,12.6,10.0,12.1,17.5,16.2,13.6,14.9,13.1,15.3,17.4,10.6,Anglais; Arts; Informatique; Malgache; Philosophie,communication digitale et PAO; aisance relationnelle; autonomie; esprit d'analyse; curiosité,Technologie,a monté et dépanné des ordinateurs pour son entourage; a occupé un petit job ou une activité rémunérée pendant les vacances,Développeur multimédia; Directeur artistique numérique / Motion Designer; créer sa propre entreprise,Bureau/Numérique,Informatique et Télécommunications,IMTICIA,"Informatique Multimédia, Technologie de l'Information et de la Communication et Intelligence Artificielle",False,
P00067,19,F,Itasy,D,9.03,7.1,10.3,4.7,10.3,7.7,8.4,8.6,10.6,8.1,11.3,12.7,8.6,Arts; Francais; Informatique,production et montage audiovisuel; autonomie; aisance relationnelle; curiosité; esprit d'analyse; communication digitale et PAO,Robotique,a participé à un club informatique ou de robotique au lycée,Spécialiste en communication digitale / Community Manager; UX/UI Designer; avoir un métier stable,Bureau/Numérique,Informatique et Télécommunications,IMTICIA,"Informatique Multimédia, Technologie de l'Information et de la Communication et Intelligence Artificielle",False,
P00068,17,M,Analamanga,Technique,12.24,11.4,13.0,10.7,11.0,12.3,13.6,13.8,9.9,13.6,13.1,12.5,12.0,Anglais; Histoire_Geo; Informatique; Physique_Chimie,curiosité; aisance relationnelle; développement full-stack; esprit d'équipe; autonomie,Robotique; Réseaux sociaux et numérique; Sport,a suivi un tutoriel en ligne de programmation et créé un petit site web personnel; a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne,Consultant en systèmes d'information et IA,Bureau/Numérique,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",False,
P00069,20,M,Haute Matsiatra,Technique,13.47,14.6,17.2,12.3,12.2,10.6,13.9,11.6,12.6,13.8,16.8,13.2,12.8,Anglais; Informatique; Mathematiques; Physique_Chimie,esprit d'équipe; robotique et domotique; créativité; traitement du signal et automatique,Robotique; Lecture,a suivi un tutoriel en ligne de programmation et créé un petit site web personnel; participe à des activités associatives ou de bénévolat,Spécialiste en robotique et domotique; avoir un métier stable,Bureau/Numérique,Informatique et Télécommunications,ESIIA,"Électronique, Systèmes Informatiques et Intelligence Artificielle",False,
P00070,19,M,Atsimo-Atsinanana,Technique,12.68,15.1,12.3,17.2,14.3,11.9,12.1,13.8,12.5,11.8,9.3,11.4,10.4,Francais; Histoire_Geo; Mathematiques; Philosophie; SVT,productions végétales et animales; autonomie; développement rural; curiosité; rigueur,Agriculture; Lecture,s'occupe d'un petit élevage ou d'un jardin potager,Expert en agri-business; Consultant en agroécologie,Terrain/Extérieur,Biotechnologie et Agronomie,AEE,Agriculture et Élevage,False,
P00071,18,F,Diana,D,11.43,15.2,10.3,10.6,9.1,10.6,11.2,8.5,11.5,14.0,14.0,11.4,10.7,Arts; Economie; Informatique; Mathematiques; Philosophie,autonomie; curiosité; machine learning et deep learning; traitement de données massives (Big Data); rigueur,Jeux vidéo,a participé à un club informatique ou de robotique au lycée; pratique un sport en club depuis plusieurs années,Data Analyst; Responsable Business Intelligence,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P00072,17,F,Sava,D,9.75,13.2,14.6,6.8,8.6,6.2,9.2,11.9,9.7,7.3,9.2,10.2,10.1,Arts; EPS; Histoire_Geo; Mathematiques; Physique_Chimie,gestion de production industrielle; rigueur; autonomie; électronique de puissance; persévérance; esprit d'équipe,Industrie,a participé à un club de robotique ou de modélisme; a démonté et réparé des appareils électroménagers ou mécaniques par curiosité,Responsable de production en usine; Ingénieur en maintenance industrielle; travailler à l'international,Atelier/Industriel,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,False,
P00073,19,F,Melaky,C,16.17,20,17.5,17.8,12.2,15.8,14.6,16.3,14.2,16.0,17.5,17.5,14.6,Informatique; Mathematiques; Physique_Chimie; SVT,rigueur; esprit d'analyse; créativité; curiosité; machine learning et deep learning; business intelligence,Robotique,a monté et dépanné des ordinateurs pour son entourage; a participé à un club informatique ou de robotique au lycée,Responsable Business Intelligence; travailler à l'international,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P00074,18,M,Vakinankaratra,C,8.17,7.6,8.9,14.1,6.6,7.7,7.0,9.5,8.7,5.6,6.4,9.5,6.4,Arts; Philosophie; Physique_Chimie; SVT,productions végétales et animales; sens de l'observation; persévérance,Animaux; Santé; Musique,a réalisé un exposé scolaire sur la santé ou la biologie; s'occupe d'un petit élevage ou d'un jardin potager,Responsable de production animale; Ingénieur Agronome; travailler à l'international,Terrain/Extérieur,Biotechnologie et Agronomie,AEE,Agriculture et Élevage,True,IAA
P00075,20,M,Vatovavy,C,12.57,13.4,14.2,11.9,14.8,11.2,13.3,9.0,11.8,16.9,12.4,8.9,13.0,Anglais; Economie; Francais; Mathematiques; Physique_Chimie,négociation et vente internationale; rigueur; créativité; analyse financière et gestion budgétaire; curiosité,Gestion; Actualité et politique,gère les comptes d'une association d'élèves; pratique un sport en club depuis plusieurs années,Manager de PME/PMI; Analyste de marché,Bureau/Numérique,Droit et Techniques des Affaires,CAA,Commerce et Administration des Affaires,False,
P00076,17,M,Atsimo-Andrefana,C,8.62,8.3,9.2,9.2,9.0,10.2,10.2,8.7,7.3,8.5,8.5,7.8,6.6,Anglais; Francais; Malgache; Physique_Chimie; SVT,conception de produits touristiques; aisance relationnelle; créativité,Langues étrangères,a organisé un voyage ou un événement pour son groupe d'amis; a occupé un petit job ou une activité rémunérée pendant les vacances,Responsable écotourisme,Contact clientèle/Relationnel,Tourisme,TEH,"Tourisme, Environnement et Hôtellerie",False,
P00077,18,F,Vatovavy,A1,11.05,13.1,14.0,7.9,11.6,11.6,9.0,11.1,10.3,10.5,8.1,11.9,13.5,EPS; Mathematiques; Physique_Chimie,calcul de structures (RDM); sens de l'organisation; gestion de chantier; curiosité,Dessin et design,a visité un chantier de construction dans le cadre d'un stage d'observation; aime dessiner des plans de maisons ou des croquis d'aménagement; a occupé un petit job ou une activité rémunérée pendant les vacances,Conducteur de travaux,Chantier/BTP,Génie Civil et Architecture,GCA,Génie Civil et Architecture,False,
P00078,17,F,Vakinankaratra,C,10.17,10.9,14.5,10.3,10.5,9.4,10.2,9.6,7.6,8.7,11.7,10.5,8.1,Arts; Histoire_Geo; Informatique; Mathematiques; Physique_Chimie,créativité; esprit d'analyse; esprit d'équipe; traitement du signal et automatique,Programmation; Réseaux sociaux,a monté et dépanné des ordinateurs pour son entourage,Concepteur de systèmes IoT industriels,Atelier/Industriel,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,True,ESIIA
