source,relation,target
Etudiant_P01592,estOrienteVers,Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Biologie_cellulaire
Competence_Production_Audiovisuelle_PAO,estRequisePour,Metier_Infographiste_Monteur_Video
Parcours_Agriculture_et_Elevage,prepareA,Metier_Conseiller_agricole_Technicien_de_vulgarisation
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Algorithme_Avance
Etudiant_P00978,aCentreInteret,Interet_Programmation
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Chimie_analytique
Parcours_Tourisme_Environnement_et_Hotellerie,prepareA,Metier_Gestionnaire_de_sites_proteges_ou_de_parcs_naturels
Etudiant_P00218,aCentreInteret,Interet_Economie
Etudiant_P00978,possede,Competence_perseverance
Competence_Organisation_des_entreprises,estRequisePour,Metier_Manager_d_entreprise
Etudiant_P01592,possede,Competence_sens_de_l_observation
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Bacteriologie_medicale
Etudiant_P01335,aCentreInteret,Interet_Lecture
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Biologie_Cellulaire
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Bacteriologie
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Matieres_grasses
Etudiant_P01160,aCentreInteret,Interet_Economie
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Anatomie_et_physiologie_humaine
Etudiant_P00402,possede,Competence_sens_de_l_observation
Etudiant_P00156,prefere,Matiere_Physique_Chimie
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Electricite_des_batiments
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Eco_marine
Etudiant_P00957,aCentreInteret,Interet_Hotellerie
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,necessite,Prerequis_Baccalaureat_serie_S
Etudiant_P01185,aCentreInteret,Interet_Gestion
Etudiant_P00402,estOrienteVers,Parcours_Electromecanique_et_Informatique_Industrielle
Etudiant_P00047,aSerieBac,Prerequis_Baccalaureat_serie_TTER
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Economie_rurale
Etudiant_P01210,prefere,Matiere_Mathematiques
Parcours_Electromecanique_et_Informatique_Industrielle,prepareA,Metier_Ingenieur_en_electrotechnique_Electromecanicien
Parcours_Tourisme_Environnement_et_Hotellerie,prepareA,Metier_Manager_d_agence_de_voyage_Tour_operateur
Parcours_Industries_Agroalimentaires,necessite,Prerequis_Baccalaureat_serie_D
Etudiant_P01247,possede,Competence_sens_de_l_organisation
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,necessite,Prerequis_Technique_industrielle
Etudiant_P01210,aCentreInteret,Interet_Nature
Etudiant_P00488,prefere,Matiere_Philosophie
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Reseaux_informatiques
Parcours_Finances_et_Comptabilite,prepareA,Metier_Gestionnaire_de_tresorerie_Tresorier_d_entreprise
Etudiant_P01127,possede,Competence_esprit_d_equipe
Etudiant_P01296,prefere,Matiere_Mathematiques
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,prepareA,Metier_Expert_en_controle_qualite_dans_l_industrie_lourde
Etudiant_P01225,possede,Competence_aisance_relationnelle
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Automatique
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Informatique
Etudiant_P01160,possede,Competence_creativite
Parcours_Tourisme_Environnement_et_Hotellerie,developpe,Competence_Conception_promotion_et_vente_de_produits_touristiques_et_ecotouristiques
Parcours_Industries_Agroalimentaires,provientDeSource,Source_ISPM_Les_differents_departements_et_filieres
Etudiant_P00464,estOrienteVers,Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I
Parcours_Tourisme_Environnement_et_Hotellerie,necessite,Prerequis_Baccalaureat_serie_S
Parcours_Industries_Agroalimentaires,provientDeSource,Source_ISPM_Presentation_generale
Etudiant_P00803,estOrienteVers,Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I
Etudiant_P00630,estOrienteVers,Parcours_Droit_et_Techniques_Juridiques_des_Affaires
Parcours_Economie_et_Management_de_Projet,necessite,Prerequis_Technique_industrielle
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Informatique_Decisionnelle
Etudiant_P01592,prefere,Matiere_Malgache
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Electronique
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Mines
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Chimie_verte
Parcours_Industries_Agroalimentaires,developpe,Competence_Recherche_et_Developpement_R_D_de_nouveaux_produits_alimentaires
Etudiant_P00402,aCentreInteret,Interet_Electronique
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Enzymologie
Etudiant_P00460,prefere,Matiere_Francais
Parcours_Agriculture_et_Elevage,prepareA,Metier_Ingenieur_Agronome_Gestionnaire_d_exploitation_agricole
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Hydrologie
Etudiant_P00199,estOrienteVers,Parcours_Pharmacologie_et_Industries_Pharmaceutiques
Etudiant_P00630,aCentreInteret,Interet_Economie
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,prepareA,Metier_Responsable_des_ressources_humaines_Volet_juridique_Droit_du_travail
Parcours_Finances_et_Comptabilite,necessite,Prerequis_Baccalaureat_serie_A1
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,prepareA,Metier_Tous_les_metiers_du_secteur_IT_Mention_Informatique_Telecommunications
